UniqueCount	AmbigCount
0	0
0	7
0	0
0	9
0	0
0	0
0	0
0	2
228	15
0	0
94	15
146	0
1	0
0	0
0	31
0	0
0	0
0	0
0	0
0	0
0	11
0	0
0	0
0	1
0	0
1	0
5	0
18	0
0	0
423	0
0	4
0	0
1	8
1	2
1	0
68	7
0	0
1	0
3	0
0	0
0	0
4	0
5	22
0	1
0	0
84	0
0	2
0	0
0	2
0	2
169	81
55	0
0	0
12	0
1	2
0	0
0	0
1106	27
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
2	7
0	0
61	3
19	2
0	2
319	0
3	0
42	0
0	0
306	0
1900	1
129	0
0	0
0	0
0	0
0	1
454	215
1309	22
0	0
15	3
0	0
295	76
187	73
0	0
0	1
0	0
0	16
0	0
13	0
0	0
435	377
0	0
0	0
2	0
0	0
39	0
559	0
330	0
133	0
22	0
425	1
1026	5
0	0
0	0
0	0
0	0
0	0
0	25
0	0
14	0
5	54
193	1
7	551
3	8
11	11
18	0
0	0
198	2
1523	4
161	0
40	0
0	22
1	0
0	0
5392	3
458	0
66	0
1	0
5219	3
998	1
0	2
0	0
0	0
813	0
386	1
57	0
1	0
2	0
179	0
1	0
0	0
0	1
195	0
9	0
225	0
0	2
436	0
4	0
4	0
10	0
0	0
3	0
0	2
0	4
4	0
2	0
91	0
106	2
492	1
113	0
0	1
0	0
9	0
11	1
130	4
0	5
171	0
425	0
27	0
0	0
0	2
52	1
37	0
23	0
0	0
105	0
1	0
85	0
51892	1007
72	54
129	0
98	2
0	0
0	0
4	21
1	0
0	0
0	8
87	0
15	0
930	7
1	1
47	0
0	0
0	0
0	24
0	0
2	0
0	3
0	0
0	133
14	0
0	0
0	0
23	0
0	0
9	7
0	1
0	0
0	0
4	1
274	0
7	47
0	0
8	0
0	0
719	1
612	0
414	0
0	0
0	2
513	2
4	35
4	0
0	0
0	0
3	0
2812	0
0	1
75	0
13	1
22	3
0	0
2	0
0	89
17	55
0	19
0	1
0	0
0	2
534	0
56	131
34	0
7	0
1336	0
0	3
0	0
0	0
0	0
62	0
0	0
0	0
175	0
118	0
0	5
0	0
0	4
0	0
2	0
42	298
0	3
0	0
0	9
0	0
0	0
0	2
0	0
0	0
583	0
26	0
10	0
127	0
1	5
0	33
0	0
0	0
120	0
1176	1
3	0
300	0
100	0
0	9
207	10
56	0
93	0
0	3
0	0
76	0
6	0
0	0
0	0
0	0
91	0
136	0
69	0
10553	0
20	0
0	0
0	0
6272	7
203	0
435	0
2	0
0	0
1	0
0	12
6	32
3	0
57	0
569	0
274	0
12	3
0	0
0	0
0	0
132	1
74	0
0	35
2175	0
725	1
13	0
0	28
147	1
20	1
0	3
0	0
150	0
12	0
14	0
0	0
3	0
0	4
7	3
0	0
0	0
0	0
12	176
0	11
30	0
0	6
0	0
0	6
28	0
255	2
1910	0
0	0
0	0
0	1
397	0
0	0
189	2
0	47
78	14
0	0
0	0
931	0
0	0
0	1
0	0
63	0
390	0
349	0
15	0
31	0
0	0
8	0
196	17
0	0
42	0
425	29
0	0
0	1
0	0
0	18
1663	1
70	0
50	0
0	14
13211	7
3	0
1911	0
15	0
15	0
25908	3
644	0
5	0
1	19
0	0
0	0
1	11
11	0
2	0
0	0
135	0
0	175
0	11
0	5
0	0
0	0
1871	2
0	0
0	0
0	18
112	0
192	0
17	0
0	0
0	0
0	0
0	15
0	0
5	0
201	0
89	0
0	0
18	1
1714	0
1	2
637	4
75	3
1	14
0	0
0	4
62	55
11	0
2103	1
59	0
68	0
0	94
868	1
1	0
1	0
137	0
9	0
2778	299
8	1
4	0
0	0
32	2
0	0
0	0
312	0
46	0
0	10
220	2
0	0
3070	989
13	0
138	0
0	0
939	0
0	0
0	0
110	0
0	0
11	0
0	0
15	0
8	25
0	29
0	0
6	15
12	0
4	0
1	0
58	0
0	0
0	0
1	0
0	4
47	1
61	0
53	1
0	0
0	0
0	0
8	0
0	44
0	0
0	0
402	0
43	3
245	0
21	13
553	0
66	1
171	1
0	10
184	0
54	0
138	0
113	0
44	0
0	35
0	0
0	0
0	0
492	0
0	5
0	15
51	0
0	2
2	0
7	0
321	0
2793	4
0	0
0	0
11	16
25	0
245	1
0	0
34	0
919	0
5	0
22	1
21	0
4	8
6	0
27	0
0	0
1708	2
25	0
0	0
0	5
0	0
108	0
7	0
27	0
350	0
10	0
0	0
330	0
1	0
606	0
3	0
133	0
498	1
229	0
212	0
3	0
151	0
80	0
77	0
4	0
0	6
0	0
0	0
741	58
10760	266
0	57
66	1
1057	335
0	0
193	0
63	6
340	226
0	13
77	0
3	0
0	0
72	0
19	0
0	0
156	34
1	1
9	0
17	0
455	0
523	4
9174	7
481	1
2379	1
775	0
286	0
246	0
0	0
0	0
1	0
129	0
232	0
28	0
3443	1
589	0
12	1
0	0
519	0
5	0
0	0
4	8
0	61
0	0
0	3
2296	1
61	0
429	0
145	0
0	0
169	0
0	0
0	0
0	0
0	0
25	0
204	3
84	10
144	4
1	0
77	28
639	0
48	0
8	0
361	0
0	0
9	0
15	0
0	0
71	0
8	0
866	1
107	0
86	0
0	0
6	0
1	0
759	1
112	0
0	0
0	0
0	0
4	0
0	0
0	1
0	1
50	0
11	10
18	0
179	0
2	1
890	0
428	0
0	0
129	1
465	1
0	0
0	0
2	0
582	2
0	0
961	0
362	0
0	0
0	0
6	0
0	0
2	0
20	0
0	0
0	0
2	0
0	43
11	0
3	2
4	110
346	0
2	0
1749	0
0	8
0	1
0	4
0	0
12	1
467	0
0	18
0	0
0	5
27	0
11	0
1	0
4	2
2	0
0	3
0	0
58	4
0	0
0	1
0	0
0	0
