UniqueCount	AmbigCount
0	0
0	8
0	0
0	17
0	0
0	0
0	0
0	0
233	11
0	0
76	9
105	2
0	0
0	0
0	23
0	0
0	0
0	9
0	0
2	0
0	12
0	0
0	0
1	0
0	0
0	0
1	0
10	0
0	0
343	0
0	2
0	0
0	15
0	2
0	0
71	2
0	0
0	0
13	0
0	0
0	0
4	0
15	12
0	0
0	1
69	0
0	0
0	0
0	1
0	0
130	45
75	0
0	0
6	4
0	9
0	0
0	0
773	16
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
3	3
0	0
62	4
14	6
0	0
294	0
0	0
48	2
0	0
295	0
1936	0
109	5
0	0
0	0
0	0
0	3
379	172
1477	20
2	0
19	0
0	2
305	64
148	60
0	0
0	0
0	0
0	7
0	0
18	0
0	0
466	478
0	0
0	0
1	0
0	0
40	0
420	0
223	0
144	0
32	0
369	0
931	2
0	0
3	0
0	0
0	0
0	1
0	68
0	0
16	2
15	99
197	0
4	477
5	16
5	5
22	0
0	0
120	0
1488	5
140	0
59	0
0	52
1	0
3	0
3543	0
329	0
81	0
0	0
4957	1
1243	3
0	6
0	0
0	1
676	0
300	0
28	0
0	0
0	0
177	0
0	0
0	0
1	0
96	0
3	0
303	0
0	0
440	0
15	0
2	0
3	0
0	0
1	0
0	4
0	0
6	0
2	0
90	0
139	5
415	0
62	0
0	2
0	0
20	0
28	0
174	4
0	0
90	0
406	0
18	0
0	0
3	6
41	0
71	0
28	0
0	0
112	0
3	0
52	0
59347	988
43	26
64	0
149	0
0	0
0	1
1	39
1	1
0	0
0	5
59	0
6	0
1007	8
2	0
71	0
0	0
0	0
0	20
0	0
0	0
0	0
0	0
1	74
21	0
0	0
0	0
437	0
0	0
12	26
3	2
0	0
0	0
3	0
74	0
3	9
0	0
2	0
3	0
724	0
459	0
82	0
0	0
0	10
625	0
1	56
7	0
0	0
0	0
2	0
2613	0
0	11
70	0
20	0
18	5
0	1
13	0
0	172
37	80
0	109
0	2
0	0
0	0
334	0
44	134
24	0
11	2
779	0
0	12
0	0
0	0
0	0
73	0
0	0
0	0
175	0
64	0
0	1
0	0
0	0
0	0
1	0
31	201
0	1
0	0
0	0
0	1
0	0
0	3
0	0
7	1
313	0
52	0
7	0
113	0
4	5
0	16
2	0
0	0
89	0
1062	0
0	0
426	0
95	0
0	12
210	13
94	0
19	0
0	13
0	0
71	0
15	0
0	0
0	0
0	0
65	0
0	0
198	0
8143	0
12	0
1	0
0	0
6091	1
180	0
656	0
6	0
0	0
5	0
0	10
4	16
5	0
61	0
632	2
240	0
7	2
0	0
0	0
1	0
93	0
64	0
0	38
717	0
538	0
12	0
0	15
257	5
49	5
0	0
0	0
169	0
10	0
27	0
0	0
1	0
0	8
5	3
0	0
0	0
0	0
9	162
0	9
74	0
0	1
0	0
0	17
22	0
236	0
1462	0
0	1
0	0
0	1
333	0
0	0
315	0
0	9
126	24
0	0
1	0
645	0
0	0
0	1
0	3
82	0
667	0
509	0
8	0
106	0
0	0
