name	term	lev	seq	value
"protein modification by small protein conjugation or removal"	GO:0000209;GO:0016567;GO:0032446;GO:0070647	4	evm.TU.HiC_scaffold_19.189	0
"protein modification by small protein conjugation or removal"	GO:0000209;GO:0016567;GO:0032446;GO:0070647	4	evm.TU.HiC_scaffold_17.82	0
"protein modification by small protein conjugation or removal"	GO:0000209;GO:0016567;GO:0032446;GO:0070647	4	evm.TU.HiC_scaffold_42.134	0
"protein modification by small protein conjugation or removal"	GO:0000209;GO:0016567;GO:0032446;GO:0070647	4	evm.TU.HiC_scaffold_73.80	0
"protein modification by small protein conjugation or removal"	GO:0000209;GO:0016567;GO:0032446;GO:0070647	4	evm.TU.HiC_scaffold_57.273	0
"protein modification by small protein conjugation or removal"	GO:0000209;GO:0016567;GO:0032446;GO:0070647	4	evm.TU.HiC_scaffold_93.3	0
"protein modification by small protein conjugation or removal"	GO:0000209;GO:0016567;GO:0032446;GO:0070647	4	evm.TU.HiC_scaffold_74.287	0
"protein modification by small protein conjugation or removal"	GO:0000209;GO:0016567;GO:0032446;GO:0070647	4	evm.TU.HiC_scaffold_1.90	0
"protein modification by small protein conjugation or removal"	GO:0000209;GO:0016567;GO:0032446;GO:0070647	4	evm.TU.HiC_scaffold_31.48	0
"protein modification by small protein conjugation or removal"	GO:0000209;GO:0016567;GO:0032446;GO:0070647	4	evm.TU.HiC_scaffold_57.270	0
"protein modification by small protein conjugation or removal"	GO:0000209;GO:0016567;GO:0032446;GO:0070647	4	evm.TU.HiC_scaffold_49.286	0
"protein modification by small protein conjugation or removal"	GO:0000209;GO:0016567;GO:0032446;GO:0070647	4	evm.TU.HiC_scaffold_2.11	0
"protein modification by small protein conjugation or removal"	GO:0000209;GO:0016567;GO:0032446;GO:0070647	4	evm.TU.HiC_scaffold_31.7	0
"protein modification by small protein conjugation or removal"	GO:0000209;GO:0016567;GO:0032446;GO:0070647	4	evm.TU.HiC_scaffold_30.75	0
"protein modification by small protein conjugation or removal"	GO:0000209;GO:0016567;GO:0032446;GO:0070647	4	evm.TU.HiC_scaffold_3.205	0
"protein modification by small protein conjugation or removal"	GO:0000209;GO:0016567;GO:0032446;GO:0070647	4	evm.TU.HiC_scaffold_50.119	0
"protein modification by small protein conjugation or removal"	GO:0000209;GO:0016567;GO:0032446;GO:0070647	4	evm.TU.HiC_scaffold_67.83	0
"protein modification by small protein conjugation or removal"	GO:0000209;GO:0016567;GO:0032446;GO:0070647	4	evm.TU.HiC_scaffold_80.21	0
"protein modification by small protein conjugation or removal"	GO:0000209;GO:0016567;GO:0032446;GO:0070647	4	evm.TU.HiC_scaffold_81.97	0
"protein modification by small protein conjugation or removal"	GO:0000209;GO:0016567;GO:0032446;GO:0070647	4	evm.TU.HiC_scaffold_90.190	0
"protein modification by small protein conjugation or removal"	GO:0000209;GO:0016567;GO:0032446;GO:0070647	4	evm.TU.HiC_scaffold_57.264	0
"protein modification by small protein conjugation or removal"	GO:0000209;GO:0016567;GO:0032446;GO:0070647	4	evm.TU.HiC_scaffold_92.50	0
"protein modification by small protein conjugation or removal"	GO:0000209;GO:0016567;GO:0032446;GO:0070647	4	evm.TU.HiC_scaffold_6.201	0
"protein modification by small protein conjugation or removal"	GO:0000209;GO:0016567;GO:0032446;GO:0070647	4	evm.TU.HiC_scaffold_99.41	0
"protein modification by small protein conjugation or removal"	GO:0000209;GO:0016567;GO:0032446;GO:0070647	4	evm.TU.HiC_scaffold_4.173	0
"protein modification by small protein conjugation or removal"	GO:0000209;GO:0016567;GO:0032446;GO:0070647	4	evm.TU.HiC_scaffold_37.62	0
"protein modification by small protein conjugation or removal"	GO:0000209;GO:0016567;GO:0032446;GO:0070647	4	evm.TU.HiC_scaffold_4.235	0
"protein modification by small protein conjugation or removal"	GO:0000209;GO:0016567;GO:0032446;GO:0070647	4	evm.TU.HiC_scaffold_27.39	0
"protein modification by small protein conjugation or removal"	GO:0000209;GO:0016567;GO:0032446;GO:0070647	4	evm.TU.HiC_scaffold_36.42	0
"protein modification by small protein conjugation or removal"	GO:0000209;GO:0016567;GO:0032446;GO:0070647	4	evm.TU.HiC_scaffold_53.41	0
"protein modification by small protein conjugation or removal"	GO:0000209;GO:0016567;GO:0032446;GO:0070647	4	evm.TU.HiC_scaffold_104.351	0
"protein modification by small protein conjugation or removal"	GO:0000209;GO:0016567;GO:0032446;GO:0070647	4	evm.TU.HiC_scaffold_38.122	0
"protein modification by small protein conjugation or removal"	GO:0000209;GO:0016567;GO:0032446;GO:0070647	4	evm.TU.HiC_scaffold_19.272	0
"protein modification by small protein conjugation or removal"	GO:0000209;GO:0016567;GO:0032446;GO:0070647	4	evm.TU.HiC_scaffold_59.62	0
"protein modification by small protein conjugation or removal"	GO:0000209;GO:0016567;GO:0032446;GO:0070647	4	evm.TU.HiC_scaffold_6.203	0
"protein modification by small protein conjugation or removal"	GO:0000209;GO:0016567;GO:0032446;GO:0070647	4	evm.TU.HiC_scaffold_59.63	0
"protein modification by small protein conjugation or removal"	GO:0000209;GO:0016567;GO:0032446;GO:0070647	4	evm.TU.HiC_scaffold_11.118	0
"cellular amide metabolic process"	GO:0043604;GO:0043603	3	evm.TU.HiC_scaffold_49.168	0
"cellular amide metabolic process"	GO:0043604;GO:0043603	3	evm.TU.HiC_scaffold_94.129	0
"cellular amide metabolic process"	GO:0043604;GO:0043603	3	evm.TU.HiC_scaffold_93.101	0
"cellular amide metabolic process"	GO:0043604;GO:0043603	3	evm.TU.HiC_scaffold_45.148	0
"cellular amide metabolic process"	GO:0043604;GO:0043603	3	evm.TU.HiC_scaffold_60.60	0
