name	term	lev	seq	value
"microtubule motor activity"	GO:0003777	2	evm.TU.HiC_scaffold_14.26	-0.279753789231191
"microtubule motor activity"	GO:0003777	2	evm.TU.HiC_scaffold_52.71	-0.0132922621695435
"microtubule motor activity"	GO:0003777	2	evm.TU.HiC_scaffold_22.50	-0.258402907779698
"microtubule motor activity"	GO:0003777	2	evm.TU.HiC_scaffold_74.124	0.0391831843375641
"microtubule motor activity"	GO:0003777	2	evm.TU.HiC_scaffold_86.102	0.327078878531615
"microtubule motor activity"	GO:0003777	2	evm.TU.HiC_scaffold_60.223	-0.278244646916768
"microtubule motor activity"	GO:0003777	2	evm.TU.HiC_scaffold_52.237	-0.0726495025179612
"microtubule motor activity"	GO:0003777	2	evm.TU.HiC_scaffold_52.312	0.024745945283574
"microtubule motor activity"	GO:0003777	2	evm.TU.HiC_scaffold_21.352	-0.114375239066131
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_12.1	-0.153396529165547
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_74.1	-0.0447459033627197
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_14.3	-0.0884027861844126
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_25.14	-0.0312894874607112
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_22.9	0.0617340925668766
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_80.42	0.00838650160152757
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_103.57	-0.051391173032969
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_38.32	-0.549115490862865
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_61.24	-0.101426476968289
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_56.86	0.0320481052625895
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_19.73	-0.211456829569241
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_58.58	-0.255184660975076
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_57.96	0.061115253247012
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_82.60	0.0514211659950852
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_57.109	-0.152999365029064
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_62.67	-0.0181429814913802
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_45.78	0.644531026599792
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_86.86	0.0570255555610791
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_58.82	0.201515049548834
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_23.77	-0.130916305658478
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_1281.1	-0.0164002190419479
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_26.163	-0.249252121721484
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_5.102	-0.0481151809303242
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_10.91	-0.0875836967801335
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_13.133	-0.0158140442091225
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_45.135	0.286929429701138
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_10.104	-0.239324542444617
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_89.178	-0.129081750135074
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_56.290	0.0964560020823731
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_24.127	0.17067649873777
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_49.167	0.429675881732234
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_17.163	0.0369311197675522
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_56.369	-0.055230151559809
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_94.254	0.0567218951599577
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_97.94	-0.158878124451221
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_102.225	0.402694269687241
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_46.350	0.0881691423476398
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_84.333	-0.159597720044441
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_46.414	0.0223331836419218
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_41.198	-0.0715211502561886
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_15.419	0.0700630233366081
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_104.362	0.173123820896801
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_81.368	-0.0960510842019554
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_57.354	-0.157356477116884
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_66.246	0.275306168289165
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_66.250	0.363180444676868
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_45.259	-0.226136019918659
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_52.353	-0.102582922943638
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_41.82	-0.751724445428617
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_12.136	-0.124759702386241
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_38.103	-0.278536834687847
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_61.112	-0.27666509118351
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_94.296	-0.202462967216352
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_16.332	-0.0940910543962192
"protein serine/threonine kinase activity"	GO:0004674	2	evm.TU.HiC_scaffold_103.295	0.0629141912469596
"cysteine-type peptidase activity"	GO:0008234	2	evm.TU.HiC_scaffold_45.58	-0.0891047887307114
"cysteine-type peptidase activity"	GO:0008234	2	evm.TU.HiC_scaffold_82.55	1.84165515904197
